Date,ACWI,BTC-USD,GLD,JPY=X,LQD,TLT,wage_JP_5,wage_JP_30,wage_us
2022-08-01,81.53683471679688,20049.763671875,159.27000427246094,138.73399353027344,94.60675811767578,98.4739990234375,101.4,98.2,11362.3
2022-09-01,73.87673950195312,19431.7890625,154.6699981689453,144.43099975585938,88.91609954833984,90.33780670166016,101.6,98.0,11333.4
2022-10-01,78.56582641601562,20495.7734375,151.91000366210938,147.81199645996094,88.20681762695312,84.92650604248047,101.7,97.9,11319.8
2022-11-01,85.1153335571289,17168.56640625,164.80999755859375,138.7449951171875,94.09690856933594,90.99290466308594,101.8,98.0,11325.4
2022-12-01,80.56863403320312,16547.49609375,169.63999938964844,131.11000061035156,92.34205627441406,88.40216064453125,102.0,97.9,11442.8
2023-01-01,87.28467559814453,23139.283203125,179.41000366210938,130.47900390625,97.71327209472656,95.6165771484375,102.2,98.0,11480.6
2023-02-01,84.3863525390625,23147.353515625,169.77999877929688,136.31700134277344,93.35066986083984,90.74518585205078,102.4,98.1,11514.3
2023-03-01,87.19859313964844,28478.484375,183.22000122070312,133.2010040283203,96.90167999267578,95.14698028564453,102.5,98.2,11580.1
2023-04-01,88.56644439697266,29268.806640625,184.8000030517578,136.32000732421875,97.5271224975586,95.4621353149414,102.8,98.1,11633.7
2023-05-01,87.63859558105469,27219.658203125,182.32000732421875,139.79200744628906,95.77484130859375,92.58474731445312,102.9,98.2,11710.8
2023-06-01,91.7708740234375,30477.251953125,178.27000427246094,144.77999877929688,96.56438446044922,92.77330780029297,103.2,98.2,11784.6
2023-07-01,96.0416488647461,29230.111328125,182.35000610351562,140.75799560546875,96.61872100830078,90.40840148925781,103.2,98.1,11838.8
2023-08-01,93.24901580810547,25931.47265625,180.02000427246094,146.0989990234375,95.41177368164062,87.5634765625,103.3,98.2,11885.0
2023-09-01,89.2581558227539,26967.916015625,171.4499969482422,149.3699951171875,92.00572967529297,80.58163452148438,103.6,98.2,11912.6
2023-10-01,86.98731231689453,34667.78125,184.08999633789062,149.11099243164062,89.75421905517578,76.1666259765625,103.6,98.2,11974.0
2023-11-01,94.7177963256836,37712.74609375,188.75,147.03900146484375,96.57591247558594,83.70304107666016,103.9,98.2,12031.4
2023-12-01,98.34146118164062,42265.1875,191.1699981689453,141.02000427246094,100.91694641113281,90.70526885986328,104.0,98.2,12062.7
2024-01-01,99.54955291748047,42582.60546875,188.4499969482422,147.36900329589844,101.20723724365234,89.23614501953125,103.5,98.2,12158.0
2024-02-01,104.0368423461914,61198.3828125,189.30999755859375,150.656005859375,98.90144348144531,86.9466323852539,103.8,98.3,12227.9
2024-03-01,107.43157196044922,71333.6484375,205.72000122070312,151.33999633789062,100.41349029541016,87.63388061523438,103.9,98.2,12260.0
2024-04-01,103.61737823486328,60636.85546875,211.8699951171875,156.31399536132812,97.14502716064453,81.96315002441406,104.0,98.1,12334.5
2024-05-01,108.3582992553711,67491.4140625,215.3000030517578,156.9530029296875,99.27767944335938,84.31300354003906,104.2,98.1,12357.0
2024-06-01,109.64595794677734,62678.29296875,215.00999450683594,160.8800048828125,99.88611602783203,85.85250854492188,104.3,98.1,12398.8
2024-07-01,112.2682113647461,64619.25,226.5500030517578,152.6699981689453,102.54989624023438,88.98983764648438,104.4,98.1,12465.7
2024-08-01,115.07172393798828,58969.8984375,231.2899932861328,146.14999389648438,104.46099853515625,90.85477447509766,104.5,98.1,12510.7
2024-09-01,117.59980010986328,63329.5,243.05999755859375,142.7830047607422,106.50465393066406,92.67867279052734,104.5,98.1,12566.8
2024-10-01,115.14058685302734,70215.1875,253.50999450683594,153.20399475097656,103.1188735961914,87.6251449584961,104.6,98.1,12632.4
2024-11-01,119.78357696533203,96449.0546875,245.58999633789062,149.74600219726562,104.97672271728516,89.35365295410156,104.8,98.1,12680.8
2024-12-01,115.58324432373047,93429.203125,242.1300048828125,156.9949951171875,101.81339263916016,83.32013702392578,104.9,98.1,12721.7
2025-01-01,120.26119232177734,102405.0234375,258.55999755859375,154.0970001220703,103.12491607666016,84.34761047363281,105.3,98.2,12787.0
2025-02-01,119.9039535522461,84373.0078125,263.2699890136719,150.01199340820312,105.18820190429688,88.8360366821289,105.5,98.2,12857.3
2025-03-01,115.49797821044922,82548.9140625,288.1400146484375,149.61700439453125,104.68425750732422,87.80261993408203,105.7,98.1,12911.4
2025-04-01,116.09337615966797,94207.3125,303.7699890136719,142.2989959716797,104.39568328857422,86.56954956054688,105.8,98.0,12956.6
2025-05-01,122.70233917236328,104638.09375,303.6000061035156,144.0399932861328,104.59393310546875,83.78298950195312,106.0,98.2,12967.4
2025-06-01,127.6144027709961,107135.3359375,304.8299865722656,144.51699829101562,106.80701446533203,86.01131439208984,105.8,98.2,13042.0
2025-07-01,129.9600067138672,115758.203125,302.9599914550781,149.2259979248047,106.71192169189453,85.03041076660156,105.9,98.0,13088.6
2025-08-01,133.44000244140625,108236.7109375,318.07000732421875,147.02000427246094,107.78204345703125,85.03341674804688,105.9,98.2,13136.9
