path,wage level,1,2,3,4,5,6,7,8,9,10
24,wage4,1001.056035,1000.989406,1000.967113,1001.003645,1001.03742,1.016425853,0.973137963,0.805964873,1.035963409,1.00879291
24,wage5,1501.056035,1500.989406,1500.967113,1501.003645,1501.03742,1.016425853,0.973137963,0.805964873,1.035963409,1.00879291
24,wage6,2001.056035,2000.989406,2000.967113,2001.003645,2001.03742,1.016425853,0.973137963,0.805964873,1.035963409,1.00879291
24,wage7,5001.056035,5000.989406,5000.967113,5001.003645,5001.03742,1.016425853,0.973137963,0.805964873,1.035963409,1.00879291
24,wage8,10001.05603,10000.98941,10000.96711,10001.00364,10001.03742,10001.01643,10000.97314,10000.80596,10001.03596,10001.00879
25,wage1,151.0088504,1001.031919,1001.028277,1000.985272,1001.012083,1000.969601,1000.980763,1000.979031,1000.960662,1001.005165
25,wage2,301.0088504,1.031919462,1.028276645,0.98527219,1.01208293,0.969601065,0.980763409,0.979030751,0.960662302,1.00516533
25,wage3,701.0088504,1.031919462,1.028276645,0.98527219,1.01208293,0.969601065,0.980763409,0.979030751,0.960662302,1.00516533
25,wage4,1001.00885,1.031919462,1.028276645,0.98527219,1.01208293,0.969601065,0.980763409,0.979030751,0.960662302,1.00516533
25,wage5,1501.00885,1.031919462,1.028276645,0.98527219,1.01208293,0.969601065,0.980763409,0.979030751,0.960662302,1.00516533
25,wage6,2001.00885,1.031919462,1.028276645,0.98527219,1.01208293,0.969601065,0.980763409,0.979030751,0.960662302,1.00516533
25,wage7,5001.00885,1.031919462,1.028276645,0.98527219,1.01208293,0.969601065,0.980763409,0.979030751,0.960662302,1.00516533
25,wage8,10001.00885,10001.03192,10001.02828,10000.98527,10001.01208,10000.9696,10000.98076,10000.97903,10000.96066,10001.00517
26,wage1,151.0298527,1000.984723,1000.944948,1001.03358,1001.066101,1000.968999,1001.028096,1000.978186,1001.035629,1001.029606
26,wage2,301.0298527,0.98472261,0.944947828,1.033579784,1.066101023,0.968998595,1.028095737,0.97818604,1.03562949,1.029605579
26,wage3,701.0298527,0.98472261,0.944947828,1.033579784,1.066101023,0.968998595,1.028095737,0.97818604,1.03562949,1.029605579
26,wage4,1001.029853,0.98472261,0.944947828,1.033579784,1.066101023,0.968998595,1.028095737,0.97818604,1.03562949,1.029605579
26,wage5,1501.029853,0.98472261,0.944947828,1.033579784,1.066101023,0.968998595,1.028095737,0.97818604,1.03562949,1.029605579
26,wage6,2001.029853,0.98472261,0.944947828,1.033579784,1.066101023,0.968998595,1.028095737,0.97818604,1.03562949,1.029605579
26,wage7,5001.029853,0.98472261,0.944947828,1.033579784,1.066101023,0.968998595,1.028095737,0.97818604,1.03562949,1.029605579
26,wage8,10001.02985,10000.98472,10000.94495,10001.03358,10001.0661,10000.969,10001.0281,10000.97819,10001.03563,10001.02961
27,wage1,150.9924493,151.0199803,1000.977005,1001.000683,1001.080739,1000.971008,1000.93095,1001.060096,1000.988695,1000.958517
27,wage2,300.9924493,301.0199803,0.977004877,1.000683288,1.080739354,0.971008473,0.930950387,1.06009595,0.988694575,0.958517243
